SEND_SMS,READ_PHONE_STATE,WRITE_EXTERNAL_STORAGE,INSTALL_SHORTCUT,GET_TASKS,SYSTEM_ALERT_WINDOW,ACCESS_WIFI_STATE,RECEIVE_BOOT_COMPLETED,ACCESS_NETWORK_STATE,RECEIVE_SMS,INSTALL_PACKAGES,INTERNET,READ_SMS,CHANGE_WIFI_STATE,VIBRATE,ACCESS_COARSE_LOCATION,WAKE_LOCK,ACCESS_FINE_LOCATION,MOUNT_UNMOUNT_FILESYSTEMS,WRITE_HISTORY_BOOKMARKS,UNINSTALL_SHORTCUT,GET_ACCOUNTS,READ_HISTORY_BOOKMARKS,WRITE_SETTINGS,READ_CONTACTS,RESTART_PACKAGES,CAMERA,READ_LOGS,CALL_PHONE,DELETE_PACKAGES,WRITE_SMS,READ_SETTINGS,SET_WALLPAPER,BILLING,RECEIVE,WRITE,C2D_MESSAGE,WRITE_APN_SETTINGS,WRITE_CONTACTS,RECEIVE_WAP_PUSH,READ_EXTERNAL_STORAGE,CHANGE_NETWORK_STATE,CHANGE_CONFIGURATION,USE_CREDENTIALS,RECEIVE_MMS,BROADCAST_STICKY,MODIFY_AUDIO_SETTINGS,KILL_BACKGROUND_PROCESSES,MODIFY_PHONE_STATE,ACCESS_LOCATION_EXTRA_COMMANDS
telephonymanager getsubscriberid,smsmanager sendtextmessage,smsmanager getdefault,telephonymanager getline1number,pendingintent getbroadcast,telephonymanager getsimoperatorname,telephonymanager getnetworkoperator,telephonymanager getsimserialnumber,wifiinfo getmacaddress,android/provider/contacts NONE,client/httpclient execute,environment getexternalstoragestate,secretkeyspec NONE,dexclassloader loadclass,uri parse,fileoutputstream NONE,uuid tostring,string equalsignorecase,contentresolver delete,client/defaulthttpclient execute,urlconnection getoutputstream,context getsystemservice,zipoutputstream close,string split,wifimanager getconnectioninfo,runtime exec,system loadlibrary,contentresolver query,locationmanager requestlocationupdates,environment getexternalstoragedirectory,,,,,,,,,,,,,,,,,,,,
